method,dataset,seed,shot,category,revision,region_grid,region_fraction_of_canvas,pixel_ap,pixel_auroc,n_pixels,seconds,source,source_table,note
controlled_A1_J,visa,0,4,macaroni2,corrected,392x392,0.5104166666666666,0.13956450469020112,0.9519527747782186,30732800,3.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k4\macaroni2\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,visa,0,4,macaroni2,corrected,392x392,0.5104166666666666,0.1382683978345305,0.9632333834934028,30732800,3.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k4\macaroni2\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,visa,0,4,macaroni2,corrected,392x392,0.5104166666666666,0.08811476986220607,0.9693434412244526,30732800,3.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k4_macaroni2.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,visa,0,4,macaroni2,corrected,392x392,0.5104166666666666,0.09168528620232712,0.9728092790722387,30732800,3.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k4_macaroni2.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,visa,0,4,macaroni2,corrected,392x392,0.5104166666666666,0.0014212574870394769,0.7819627860533056,30732800,3.3,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\visa_closeout\visa_s0_k4\predictions\mvtec_macaroni2.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,visa,0,4,macaroni2,corrected,392x392,0.5104166666666666,0.006326134630239233,0.9319687191173297,30732800,3.5,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k4\predictions\mvtec_macaroni2.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,visa,0,4,pcb1,corrected,392x393,0.5983254459410267,0.753190032581196,0.9848431334061393,30811200,3.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k4\pcb1\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,visa,0,4,pcb1,corrected,392x393,0.5983254459410267,0.7448225625649749,0.985593597170742,30811200,3.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k4\pcb1\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,visa,0,4,pcb1,corrected,392x393,0.5983254459410267,0.6873128705920205,0.9821557530992723,30811200,3.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k4_pcb1.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,visa,0,4,pcb1,corrected,392x393,0.5983254459410267,0.7754409754385762,0.9902505930662443,30811200,3.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k4_pcb1.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,visa,0,4,pcb1,corrected,392x393,0.5983254459410267,0.15908940826375875,0.9468536746512467,30811200,3.0,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\visa_closeout\visa_s0_k4\predictions\mvtec_pcb1.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,visa,0,4,pcb1,corrected,392x393,0.5983254459410267,0.3814937826164717,0.9678505633917646,30811200,3.2,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k4\predictions\mvtec_pcb1.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,visa,0,4,pcb2,corrected,392x393,0.5983254459410267,0.21870682451777118,0.9601159315734069,30811200,3.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k4\pcb2\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,visa,0,4,pcb2,corrected,392x393,0.5983254459410267,0.23134815187004593,0.9657397951857607,30811200,3.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k4\pcb2\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,visa,0,4,pcb2,corrected,392x393,0.5983254459410267,0.1470111654505718,0.9554410484333486,30811200,3.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k4_pcb2.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,visa,0,4,pcb2,corrected,392x393,0.5983254459410267,0.18038900860170326,0.9537477496825209,30811200,3.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k4_pcb2.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,visa,0,4,pcb2,corrected,392x393,0.5983254459410267,0.06374695594887039,0.92723089221771,30811200,3.1,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\visa_closeout\visa_s0_k4\predictions\mvtec_pcb2.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,visa,0,4,pcb2,corrected,392x393,0.5983254459410267,0.15142100062949446,0.9580728518568618,30811200,3.1,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k4\predictions\mvtec_pcb2.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,visa,0,4,pcb3,corrected,392x393,0.47180103550295865,0.29403201697196757,0.9698578942609515,30965256,3.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k4\pcb3\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,visa,0,4,pcb3,corrected,392x393,0.47180103550295865,0.32548836190175134,0.9752746439088446,30965256,3.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k4\pcb3\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,visa,0,4,pcb3,corrected,392x393,0.47180103550295865,0.31090013000384065,0.9753351698959166,30965256,3.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k4_pcb3.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,visa,0,4,pcb3,corrected,392x393,0.47180103550295865,0.33892300281029175,0.9759180185741818,30965256,3.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k4_pcb3.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,visa,0,4,pcb3,corrected,392x393,0.47180103550295865,0.30431518367599647,0.9299594134365545,30965256,3.1,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\visa_closeout\visa_s0_k4\predictions\mvtec_pcb3.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,visa,0,4,pcb3,corrected,392x393,0.47180103550295865,0.46194318931277806,0.9819207847776881,30965256,3.4,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k4\predictions\mvtec_pcb3.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,visa,0,4,pcb4,corrected,392x393,0.6299199738690185,0.2401377365151585,0.9423863267010806,30965256,3.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k4\pcb4\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,visa,0,4,pcb4,corrected,392x393,0.6299199738690185,0.23781515707954887,0.9463642128776506,30965256,3.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k4\pcb4\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,visa,0,4,pcb4,corrected,392x393,0.6299199738690185,0.15883290118668322,0.9392541024846174,30965256,3.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k4_pcb4.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,visa,0,4,pcb4,corrected,392x393,0.6299199738690185,0.18334429070963285,0.9405792804161346,30965256,3.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k4_pcb4.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,visa,0,4,pcb4,corrected,392x393,0.6299199738690185,0.25241511278998796,0.9244180574758886,30965256,2.9,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\visa_closeout\visa_s0_k4\predictions\mvtec_pcb4.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,visa,0,4,pcb4,corrected,392x393,0.6299199738690185,0.2796038383108101,0.9455861355203131,30965256,3.2,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k4\predictions\mvtec_pcb4.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,visa,0,4,pipe_fryum,corrected,392x393,0.6819058641975307,0.463910021892854,0.9862656812375316,23108400,2.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k4\pipe_fryum\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,visa,0,4,pipe_fryum,corrected,392x393,0.6819058641975307,0.4586537650212748,0.9859488654192964,23108400,2.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k4\pipe_fryum\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,visa,0,4,pipe_fryum,corrected,392x393,0.6819058641975307,0.4333566381661191,0.9861880570090105,23108400,2.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k4_pipe_fryum.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,visa,0,4,pipe_fryum,corrected,392x393,0.6819058641975307,0.44700557206324154,0.986741521759665,23108400,2.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k4_pipe_fryum.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,visa,0,4,pipe_fryum,corrected,392x393,0.6819058641975307,0.7004631708078464,0.9904876278479658,23108400,2.1,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\visa_closeout\visa_s0_k4\predictions\mvtec_pipe_fryum.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,visa,0,4,pipe_fryum,corrected,392x393,0.6819058641975307,0.617840886686154,0.9866347755897783,23108400,2.2,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k4\predictions\mvtec_pipe_fryum.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,visa,1,1,candle,corrected,392x393,0.7003558718861209,0.25227793059705367,0.9720977958258883,30811200,3.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s1_k1\candle\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,visa,1,1,candle,corrected,392x393,0.7003558718861209,0.2534061221041325,0.9758825357690812,30811200,3.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s1_k1\candle\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,visa,1,1,candle,corrected,392x393,0.7003558718861209,0.27689735132506815,0.9776161876167011,30811200,3.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s1_k1_candle.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,visa,1,1,candle,corrected,392x393,0.7003558718861209,0.29858530520450693,0.9791406325536902,30811200,3.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s1_k1_candle.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,visa,1,1,candle,corrected,392x393,0.7003558718861209,0.043685837596858845,0.7717840384261521,30811200,3.0,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\visa_closeout\visa_s1_k1\predictions\mvtec_candle.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,visa,1,1,candle,corrected,392x393,0.7003558718861209,0.20270582848200752,0.9591338026934959,30811200,3.1,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\visa_official224\visa_s1_k1\predictions\mvtec_candle.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,visa,1,1,capsules,corrected,392x392,0.5104166666666666,0.3544798199473254,0.9568084788467424,24586240,2.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s1_k1\capsules\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,visa,1,1,capsules,corrected,392x392,0.5104166666666666,0.34923217231374964,0.956029865376366,24586240,2.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s1_k1\capsules\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,visa,1,1,capsules,corrected,392x392,0.5104166666666666,0.2824388484273047,0.9476619901423577,24586240,2.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s1_k1_capsules.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,visa,1,1,capsules,corrected,392x392,0.5104166666666666,0.2930145956939735,0.9496681823548956,24586240,2.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s1_k1_capsules.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
